date,total_closed_pnl,avg_closed_pnl,total_trade_volume,trade_count,net_trade_size,index_value,classification
2024-11-27,-2654.495633,-12.462420812206572,1444242.525653,213,-142730.58755000003,75,Extreme Greed
2024-11-28,-127075.39958499999,-382.75722766566264,1894225.11699,332,-2731.7900199999967,77,Extreme Greed
2024-11-29,176844.994152,449.98726247328244,794262.90333934,393,-247593.02416,78,Extreme Greed
2024-11-30,37316.69352,100.04475474530831,1732193.6593480066,373,-196820.68950435,84,Extreme Greed
2024-12-01,40886.364494,98.28453003365385,814711.9570724809,416,-3251199.4835200105,81,Extreme Greed
2024-12-02,18489.604313,68.48001597407408,585243.4758392512,270,18884.60141999999,80,Extreme Greed
2024-12-03,23576.539285,63.03887509358289,1084666.510653,374,-11033.600279999984,76,Extreme Greed
2024-12-04,292891.815021,918.1561599404388,769287.6978940717,319,-124777.7085523894,78,Extreme Greed
2024-12-05,71574.11848800001,156.96078615789474,1256750.7987900001,456,16655.02261,84,Extreme Greed
2024-12-06,-92624.643895,-229.83782604218362,3471019.3051,403,-21867.20564,72,Greed
2024-12-07,85906.279067,282.5864442993421,451733.35789760563,304,-29505.583531779936,75,Extreme Greed
2024-12-08,15965.933436,38.014127228571425,932939.660374,420,-584704.4485,79,Extreme Greed
2024-12-09,6310.967676,11.708659881261596,983949.726508,539,-32656.03665000001,78,Extreme Greed
2024-12-10,39325.770231,24.640206911654136,3150423.8495111354,1596,-69444.27659330005,78,Extreme Greed
2024-12-11,319051.554217,261.30348420720725,2194098.364461,1221,-42252.701830000005,74,Greed
2024-12-12,599151.795008,310.1199767122153,4557189.73703446,1932,-278704.59732000006,83,Extreme Greed
2024-12-13,31935.901745,27.22583268968457,2880824.535528,1173,176572.05844000005,76,Extreme Greed
2024-12-14,167801.399244,135.87157833522267,2369561.7912950674,1235,54165.76307429999,83,Extreme Greed
2024-12-15,97525.315279,57.4692488385386,2583269.80463575,1697,-673708.36146,80,Extreme Greed
2024-12-16,166774.344133,158.07994704549765,2740808.9615622945,1055,-12025.98630525,83,Extreme Greed
2024-12-17,219591.305172,113.13307839876352,5233597.723958275,1941,-24487.482226070017,87,Extreme Greed
2024-12-18,13682.994673,9.575223703988803,3798887.0894005722,1429,-121717.17051105999,81,Extreme Greed
2024-12-19,62744.004486000005,18.79125621024259,8241709.511445015,3339,121738.73831617087,75,Extreme Greed
2024-12-20,254969.660039,102.47976689670418,7681274.81126886,2488,45688.61840985005,74,Greed
2024-12-21,150022.163157,89.24578415050566,4382875.0773546,1681,-32603.137409999996,73,Greed
2024-12-22,352197.163973,455.03509557235145,3087320.219224,774,-255587.68042999995,73,Greed
2024-12-23,-29430.626577,-12.53967898466127,6771878.43537355,2347,180158.02919000003,70,Greed
2024-12-24,14813.780116,43.827751822485205,1767036.1242604079,338,-127263.59884992999,73,Greed
2024-12-25,756.6570469999998,3.637774264423076,347889.27224130736,208,-96296.11290000002,73,Greed
2024-12-26,60228.639722,86.41124780774749,2205242.687897,697,164339.76029000006,79,Extreme Greed
2024-12-27,2672.811035,10.280042442307693,347912.9494670144,260,24930.030805839997,74,Greed
2024-12-28,940.673623,5.842693310559007,281555.105363,161,348.1311600000008,72,Greed
2024-12-29,2884.067927,14.348596651741294,344628.494552,201,-106563.93951,73,Greed
2024-12-30,9009.738137,29.637296503289473,1073865.740501,304,-51942.84757,65,Greed
2024-12-31,5445.01281,17.794159509803922,877164.63378,306,-7054.835099999793,64,Greed
2025-01-01,-9528.065345,-99.25068067708334,282582.080708,96,-6948.5634800000025,66,Greed
2025-01-02,8716.519087,24.145482235457067,774674.85594,361,-116965.73577999999,70,Greed
2025-01-03,6028.486793,11.867099986220472,771209.104457,508,-173240.07229999997,74,Greed
2025-01-04,2553.537968,6.882851665768194,1826029.677386,371,-108878.00435999998,73,Greed
2025-01-05,3187.719363,13.337737920502093,451943.5077764512,239,-196373.31530999998,72,Greed
2025-01-06,6064.185393,10.583220581151831,556527.062831,573,-279603.23112,76,Extreme Greed
2025-01-07,16098.227531,25.271942748822607,1313178.1710339999,637,783786.7529699997,78,Extreme Greed
2025-01-08,130117.090554,125.23300342059672,3177275.100449,1039,718352.37191,70,Greed
2025-01-09,46975.928902,89.99220096168582,1020733.193007,522,-252171.59693999996,69,Greed
2025-01-10,-10116.875552,-12.352717401709402,6547449.582684,819,171796.91333000013,50,Neutral
2025-01-11,2269.080536,8.017952424028268,1658098.721674,283,2113.2526399999842,69,Greed
2025-01-12,5742.241803,9.538607646179402,2258459.379615,602,-662382.687,62,Greed
2025-01-13,9655.429352,23.66526801960784,2936648.0209072023,408,234857.2392399999,61,Greed
2025-01-14,16069.512355,58.43459038181818,876582.0223750001,275,-56949.15759,63,Greed
2025-01-15,14819.5883,55.50407602996255,1801599.901969,267,-184929.01506,70,Greed
2025-01-16,20807.709328,56.08546988679245,3049692.8926330176,371,-76711.76517999999,75,Extreme Greed
2025-01-17,7006.415608,29.43872104201681,1110230.4997699999,238,-171070.09804999997,75,Extreme Greed
2025-01-18,443.2330819999997,0.6808495883256523,2711629.918111687,651,20293.9831999999,77,Extreme Greed
2025-01-19,87923.799302,56.10963580216975,9715215.049641617,1567,-48732.67536000005,77,Extreme Greed
2025-01-20,87277.239173,66.37052408593155,8287326.896812,1315,255952.26031999988,76,Extreme Greed
2025-01-21,11077.839421,20.901583813207548,1523729.631836115,530,-334654.25714999996,76,Extreme Greed
2025-01-22,20524.408057,24.66875968389423,1778406.180462,832,-250301.28471999988,84,Extreme Greed
2025-01-23,101256.24216,83.13320374384236,3697028.66398268,1218,416252.2130399998,75,Extreme Greed
2025-01-24,10602.779738,12.131326931350113,1611433.4707741083,874,-137267.20519,75,Extreme Greed
2025-01-25,-10348.016255999999,-20.450625011857706,1239377.678231,506,315995.11523999996,75,Extreme Greed
2025-01-26,40823.466668,90.51766445232816,1201173.584255,451,-233557.33000000007,73,Greed
2025-01-27,41331.765392,53.469295461837,1508028.281058,773,193226.92369000008,71,Greed
2025-01-28,17979.613973,36.103642516064255,579412.0645028818,498,-14772.630546229426,72,Greed
2025-01-29,23421.01147,25.737375241758244,1897513.272527,910,-92796.70849999972,72,Greed
2025-01-30,23097.471385,21.64711470009372,3014397.231249,1067,-143977.54244,70,Greed
2025-01-31,35868.296773,35.303441705708664,2783411.415887,1016,-208980.32388999965,76,Extreme Greed
2025-02-01,32300.205017,50.946695610410096,1363746.251289,634,54293.54052999988,68,Greed
2025-02-02,162854.759623,123.46835452843062,5661092.351257195,1319,21944.491509999847,60,Greed
2025-02-03,348871.326269,146.58459086932774,22592901.397937045,2380,579302.3513503298,44,Fear
2025-02-04,416876.88812,165.9541752070064,15678409.382138,2512,-162346.36834000004,72,Greed
2025-02-05,56706.235562,43.721075992289904,8743231.55327,1297,83686.16480000003,54,Neutral
2025-02-06,33803.799733,19.84955944392249,2818508.789804,1703,140281.27788000018,49,Neutral
2025-02-07,22450.002091,14.730972500656167,3460263.544349,1524,149653.04478000104,44,Fear
2025-02-08,586.703253,1.0203534834782608,839735.3870250001,575,35393.196430000244,44,Fear
2025-02-09,150551.829492,197.05736844502616,2920919.6308292,764,601689.0327199998,46,Neutral
2025-02-10,63908.49465,71.88807047244094,3624958.646305,889,-123206.79765000008,43,Fear
2025-02-11,-6093.784817,-7.186067001179245,2797544.226785,848,-1145961.9960999999,47,Neutral
2025-02-12,19848.635032,19.251828353055284,4143974.446796168,1031,78970.58830000018,46,Neutral
2025-02-13,27829.534238,20.313528640875912,3199852.209671,1370,-162192.7538799988,50,Neutral
2025-02-14,213860.675308,129.22095184773414,4007103.2442844,1655,-146558.11188,48,Neutral
2025-02-15,45042.92701,48.32932082618026,1712852.9726,932,330538.84648000076,50,Neutral
2025-02-16,2369.478425,3.4794103157121876,806177.54267,681,31439.410340000002,54,Neutral
2025-02-17,1818.573295,1.9325964877789585,2031044.5278709999,941,-41990.790689999994,51,Neutral
2025-02-18,91204.672403,54.418062292959426,3371128.755508,1676,103989.80320999771,47,Neutral
2025-02-19,14985.794701,11.010870463629685,3263930.31753133,1361,4319.45041000098,44,Fear
2025-02-20,46008.794102,22.867193887673956,4628609.276245,2012,-69294.06917000096,49,Neutral
2025-02-21,119693.49395,63.904695114789114,3972159.9927710197,1873,384647.36723,55,Greed
2025-02-22,25278.704178,36.849423,3175570.174686,686,-2390816.71574,49,Neutral
2025-02-23,10656.934251,20.494104328846156,1141310.664357,520,-175015.9707800001,50,Neutral
2025-02-24,38470.176242,6.850102607193732,11223619.8034631,5616,-587725.23,49,Neutral
2025-02-25,204762.177034,32.782929400256165,19414984.756965,6246,1040623.6026600006,25,Fear
2025-02-26,63229.063129,53.76621014370748,4946957.969294,1176,-394927.25279000006,21,Extreme Fear
2025-02-27,-36525.167517,-41.039514064044944,1999898.305549,890,40395.35866999996,10,Extreme Fear
2025-02-28,225628.108748,221.4211077016683,4123660.762637,1019,108302.06042000002,16,Extreme Fear
2025-03-01,10596.108968,60.897177977011495,263824.12591388,174,-164367.97708563,20,Extreme Fear
2025-03-02,66914.320708,125.77879832330827,6460848.75823,532,-52725.80210999999,26,Fear
2025-03-03,616413.032233,415.9332201302294,8244590.617822,1482,195901.22397999978,33,Fear
2025-03-04,182075.566585,75.80165136761032,11124247.007898001,2402,820566.13812,15,Extreme Fear
2025-03-05,269328.365917,162.24600356445782,9193653.8498,1660,-260567.58262,20,Extreme Fear
2025-03-06,16101.125561,21.18569152763158,6765325.028567,760,11138.122930000012,25,Fear
2025-03-07,150236.061627,58.86993010462382,19854275.554943,2552,-33332.58432000014,34,Fear
2025-03-08,24700.773359,46.69333338185255,892083.4479949999,529,52271.51703000208,28,Fear
2025-03-09,19773.457395,13.905384947257385,10419697.999238,1422,127628.80604,27,Fear
2025-03-10,-10010.027269999999,-3.438690233596702,16811790.415495,2911,199795.07239000004,20,Extreme Fear
2025-03-11,-76880.729036,-23.3964482763238,14016952.17719,3286,61184.18567999825,24,Extreme Fear
2025-03-12,288105.984215,72.60735489289314,18618139.113543,3968,-25026.44321999885,34,Fear
2025-03-13,14114.870873,14.672422944906446,3285591.083667,962,-8670.211410000047,45,Neutral
2025-03-14,68646.160089,31.061610899999998,8047187.3251942545,2210,-203410.39106,27,Fear
2025-03-15,78694.624572,301.51197154022987,2355749.524356,261,-72273.20527000027,46,Neutral
2025-03-16,-7910.943544999999,-14.926308575471696,10187921.386796,530,27292.530260000058,30,Fear
2025-03-17,26163.906513,28.439028818478263,3592895.2260114,920,-149065.32440999988,32,Fear
2025-03-18,72322.788824,86.71797221103118,4050655.349877,834,-310499.8903099999,34,Fear
2025-03-19,29374.682341,18.222507655707197,4598813.831943,1612,-380564.66823999997,32,Fear
2025-03-20,10246.859436,13.290349463035021,1652257.889713,771,-159997.18563999998,49,Neutral
2025-03-21,6951.270374,9.958840077363897,2543903.513556,698,-15857.534249999793,31,Fear
2025-03-22,12498.535254,23.361748138317758,971809.293555,535,11624.151930000051,32,Fear
2025-03-23,14047.421585,31.425999071588368,2593519.577109,447,-54303.97000000003,30,Fear
2025-03-24,107878.961301,105.04280555111977,3017587.067773,1027,-550846.5334000001,45,Neutral
2025-03-25,32030.90678,40.49419314791403,5372519.7425110005,791,233946.84883000003,46,Neutral
2025-03-26,15802.167427,5.094186791424887,7597754.2762050005,3102,-410374.5176499998,47,Neutral
2025-03-27,58825.359221,74.9367633388535,3240279.56362,785,30688.296509999956,40,Fear
2025-03-28,21337.179335,29.30931227335165,1483092.730849,728,981137.5802299997,44,Fear
2025-03-29,12098.872931,6.38800049155227,3668151.720227,1894,56226.228720000014,26,Fear
2025-03-30,15795.11514,27.8083013028169,2850874.991526816,568,613469.3224030602,32,Fear
2025-03-31,6978.184557,14.097342539393939,2164772.575714,495,1032996.7225599997,34,Fear
2025-04-01,-2202.6622420000003,-11.472199177083334,704445.12239,192,-456204.31278,34,Fear
2025-04-02,202212.740938,187.930056633829,3867930.737374,1076,-499941.0071799997,44,Fear
2025-04-03,-2365.961276,-1.353524757437071,8670233.201231001,1748,542141.39659,25,Fear
2025-04-04,-25515.678949999998,-20.05949602987421,3835545.73728,1272,-413431.73229,28,Fear
2025-04-05,35907.33771,99.74260475,1267564.24297765,360,-987484.15645985,30,Fear
2025-04-06,47053.449272,44.89832945801527,3551252.0569633464,1048,166615.16070677998,34,Fear
2025-04-07,34527.370305,12.269854408315563,14460253.178459,2814,-775556.5792400001,23,Extreme Fear
2025-04-08,34899.394798,37.00890222481442,8869391.44792445,943,781359.72074735,24,Extreme Fear
2025-04-09,43120.444797,10.86978694151752,28556805.94634,3967,431333.3246800001,18,Extreme Fear
2025-04-10,158261.822261,74.40612236060178,28741953.615789194,2127,-251461.84620768367,39,Fear
2025-04-11,126406.479081,115.33437872354014,11319327.182071,1096,-381133.01696000004,25,Fear
2025-04-12,410419.694533,194.60393292223802,55914617.530629,2109,-129857.41472999996,43,Fear
2025-04-13,48696.021521,36.86299888039364,14171154.5799719,1321,-12072.767508100253,45,Neutral
2025-04-14,45680.443063,51.32634052022472,13079972.788512,890,-1207.3930900000123,31,Fear
2025-04-15,72357.706282,63.976751796640144,20752167.96382805,1131,26719.248743500008,38,Fear
2025-04-16,58631.730257,36.46251881654229,36502715.738832,1608,-305109.41339999996,29,Fear
2025-04-17,5427.919886,5.264713759456837,2604551.508962,1031,-575096.8253899999,30,Fear
2025-04-18,4880.4047439999995,2.576771248152059,24610650.418877,1894,-224362.09577,33,Fear
2025-04-19,71950.577495,25.82576363783202,32706462.99787461,2786,-284502.6466423904,32,Fear
2025-04-20,25060.341936,12.643966668012109,12126094.1101076,1982,738748.4946405,37,Fear
2025-04-21,34369.267906999994,20.005394590803256,42104054.805227004,1718,293416.8434000005,39,Fear
2025-04-22,58652.763578,19.563963835223483,33753625.25389654,2998,-16097042.9985747,47,Neutral
2025-04-23,-419020.225731,-68.03380836678032,30682443.718835,6159,16200408.056800004,72,Greed
2025-04-24,50704.395965,22.717023281810036,35088918.521418,2232,2324658.9896100005,63,Greed
2025-04-25,20218.859206,12.231614764670297,27749456.11413418,1653,-1447710.0426993999,60,Greed
2025-04-26,-4125.753942,-3.6478814694960215,11948127.616027,1131,194514.73632000014,65,Greed
2025-04-27,2702.067468,8.018004356083086,487537.776236,337,2184646.36392,61,Greed
2025-04-28,36906.813759,26.763461754169686,26124921.623683,1379,38764.89518000002,54,Neutral
2025-04-29,125749.613427,56.06313572313866,34089511.400916,2243,-101838.44832999998,60,Greed
2025-04-30,14003.797269,12.582028094339623,12693878.608166,1113,79932.28082999999,56,Greed
2025-05-01,54536.829297000004,44.338885607317074,10720240.60794,1230,-43783.52591,53,Neutral
