date,total_closed_pnl,avg_closed_pnl,total_trade_volume,trade_count,net_trade_size,index_value,classification,lag_index_value,lag_classification,pnl_per_trade,pnl_per_volume,is_greed,sentiment_change
2023-12-05,0.0,0.0,50005.82917,9,10.61479,75,Extreme Greed,63.0,Greed,0.0,0.0,1,12.0
2023-12-14,-205.43473700000007,-18.675885181818188,113203.34547,11,-3568.61479,72,Greed,75.0,Extreme Greed,-18.675885181818188,-0.001814740864301067,1,-3.0
2023-12-15,-24.632034,-12.316017,10609.956,2,3558.0,70,Greed,72.0,Greed,-12.316017,-0.0023215962441314555,1,-2.0
2023-12-16,0.0,0.0,15348.76138,3,39897.0,67,Greed,70.0,Greed,0.0,0.0,1,-3.0
2023-12-17,304.982785,21.78448464285714,116278.018081,14,-39897.00000000001,73,Greed,67.0,Greed,21.78448464285714,0.0026228756736079474,1,6.0
2023-12-18,0.0,0.0,31164.1856,2,14.306,65,Greed,73.0,Greed,0.0,0.0,1,-8.0
2023-12-19,1000.538612,66.70257413333334,91602.41239,15,-14.305999999996857,73,Greed,65.0,Greed,66.70257413333333,0.010922622951677048,1,8.0
2023-12-20,162.732282,9.040682333333333,141636.78283,18,0.0,74,Greed,73.0,Greed,9.040682333333333,0.0011489408241877389,1,1.0
2023-12-21,537.211402,10.963498,125233.97907,49,-1.1368683772161605e-13,70,Greed,74.0,Greed,10.963498000000001,0.0042896616875818,1,-4.0
2023-12-22,141.832675,14.1832675,88874.27747,10,2449.4,74,Greed,70.0,Greed,14.1832675,0.0015958799220379192,1,4.0
2023-12-23,146.936704,11.302823384615383,78438.24836,13,-2449.399999999994,70,Greed,74.0,Greed,11.302823384615383,0.0018732787520396891,1,-4.0
2023-12-24,1008.619956,25.862050153846155,402954.92766,39,-2.9103830456733704e-11,71,Greed,70.0,Greed,25.862050153846155,0.002503058994357404,1,1.0
2023-12-25,-245.081348,-81.69378266666666,59948.50502,3,0.0,73,Greed,71.0,Greed,-81.69378266666666,-0.004088197827756272,1,2.0
2023-12-27,-704.8892269999999,-25.174615249999995,171411.03608,28,0.0,73,Greed,73.0,Greed,-25.174615249999995,-0.004112274466802814,1,0.0
2023-12-28,-970.730876,-42.20569026086957,100117.24515,23,0.0,73,Greed,73.0,Greed,-42.20569026086957,-0.009695940739735785,1,0.0
2023-12-29,508.922143,10.17844286,569559.70558,50,21.72980000000007,65,Greed,73.0,Greed,10.17844286,0.0008935360735917038,1,-8.0
2023-12-30,354.998648,6.826897076923077,702550.20174,52,-21.72980000001553,68,Greed,65.0,Greed,6.826897076923077,0.0005053000442114712,1,3.0
2024-01-01,-129.53146,-7.196192222222223,264239.51261,18,0.0,65,Greed,68.0,Greed,-7.196192222222223,-0.0004902047340330205,1,-3.0
2024-01-02,783.979116,46.11641858823529,121348.729872,17,0.0,71,Greed,65.0,Greed,46.11641858823529,0.006460546532517893,1,6.0
2024-01-03,866.015507,12.925604582089552,394499.368374,67,0.0,70,Greed,71.0,Greed,12.925604582089552,0.0021952265996506874,1,-1.0
2024-01-04,-67.60364,-13.520728,99792.53588,5,0.0,68,Greed,70.0,Greed,-13.520728,-0.0006774418487700626,1,-2.0
2024-01-05,164.141565,2.486993409090909,1703942.66731,66,-1.4210854715202004e-14,72,Greed,68.0,Greed,2.486993409090909,9.633045063607036e-05,1,4.0
2024-01-06,135.58166400000002,6.16280290909091,298521.41284,22,0.0,70,Greed,72.0,Greed,6.16280290909091,0.00045417734932357565,1,-2.0
2024-01-07,-835.681235,-8.615270463917525,1048850.051251,97,8310.796709999995,71,Greed,70.0,Greed,-8.615270463917525,-0.0007967594929353856,1,1.0
2024-01-08,-269.874439,-2.1083940546875,1522452.47911,128,-6817.796710000002,71,Greed,71.0,Greed,-2.1083940546875,-0.00017726296400250472,1,0.0
2024-01-09,-826.349863,-11.804998042857145,870051.9215299999,70,-1472.0887599999987,76,Extreme Greed,71.0,Greed,-11.804998042857143,-0.0009497707464938999,1,5.0
2024-01-10,-1517.091342,-7.860576901554404,2057479.485642,193,-20.91124000000127,73,Greed,76.0,Extreme Greed,-7.860576901554404,-0.0007373542981045172,1,-3.0
2024-01-11,-164.08950099999998,-7.813785761904761,305314.08634,21,1.0,76,Extreme Greed,73.0,Greed,-7.813785761904761,-0.0005374449078555411,1,3.0
2024-01-12,-1925.519024,-275.0741462857143,200082.27384,7,1538.0,71,Greed,76.0,Extreme Greed,-275.0741462857143,-0.009623636252453736,1,-5.0
2024-01-15,152.85358,10.918112857142855,50636.08045,14,0.92932,52,Neutral,71.0,Greed,10.918112857142857,0.0030186692698486698,1,-19.0
2024-01-16,-2299.171458,-255.4634953333333,116427.3314,9,-472.1806200000001,64,Greed,52.0,Neutral,-255.4634953333333,-0.019747695239195354,1,12.0
2024-01-17,813.2741110000001,15.344794547169812,800831.0522700001,53,-2.273736754432321e-13,60,Greed,64.0,Greed,15.344794547169812,0.0010155376826294752,1,-4.0
2024-01-18,68.93319,1.4985476086956522,424631.50679,46,10.102399999999996,63,Greed,60.0,Greed,1.4985476086956522,0.00016233649387229916,1,3.0
2024-01-19,-385.419235,-8.029567395833334,428428.961,48,1656.8975999999998,51,Neutral,63.0,Greed,-8.029567395833334,-0.0008996106007875598,1,-12.0
2024-01-20,-146.57487000000003,-1.3827817924528305,1070090.53039,106,-10948.640000000014,52,Neutral,51.0,Neutral,-1.3827817924528305,-0.0001369742707157497,1,1.0
2024-01-21,266.58114600000005,24.23464963636364,103129.738944,11,-44166.16753,56,Greed,52.0,Neutral,24.234649636363642,0.0025849105091282644,1,4.0
2024-01-22,1375.640959,16.18401128235294,337878.99275000003,85,11631.96587,55,Greed,56.0,Greed,16.18401128235294,0.004071401266481963,1,-1.0
2024-01-23,-369.2447299999998,-8.20543844444444,414518.917112,45,79406.84967000001,50,Neutral,55.0,Greed,-8.20543844444444,-0.0008907789602765765,1,-5.0
2024-01-24,-2808.353815,-41.29932080882353,965084.596676,68,46412.82199,48,Neutral,50.0,Neutral,-41.29932080882353,-0.002909956106099604,0,-2.0
2024-01-25,-3093.629385,-515.6048975,66566.13906,6,-756.8299999999999,52,Neutral,48.0,Neutral,-515.6048975,-0.04647452035954089,1,4.0
2024-01-26,90.2,18.04,11773.211116,5,55267.0,49,Neutral,52.0,Neutral,18.04,0.00766146118601548,0,-3.0
2024-01-28,-2478.06972,-225.27906545454545,18109.008,11,-1068.0,54,Neutral,49.0,Neutral,-225.27906545454545,-0.13684182590233543,1,5.0
2024-01-29,486.562542,6.575169486486487,414208.231848,74,-1276.4450000000215,55,Greed,54.0,Neutral,6.5751694864864865,0.001174681004839497,1,1.0
2024-01-30,-173.65419100000005,-3.5439630816326537,401011.34982,49,7.105427357601002e-15,61,Greed,55.0,Greed,-3.543963081632654,-0.0004330405886964231,1,6.0
2024-01-31,-799.840817,-0.93113017112922,6305647.3764390005,859,40885.99895000002,60,Greed,61.0,Greed,-0.93113017112922,-0.000126845154708238,1,-1.0
2024-02-01,0.0,0.0,2008.184771,6,44986.0,63,Greed,60.0,Greed,0.0,0.0,1,3.0
2024-02-02,456.423473,10.867225547619048,474278.433764,42,-42016.99999999999,63,Greed,63.0,Greed,10.867225547619048,0.0009623534204954286,1,0.0
2024-02-03,223.309187,3.987664053571428,603819.98881,56,9564.99011,60,Greed,63.0,Greed,3.9876640535714287,0.0003698274173402153,1,-3.0
2024-02-04,47.62389499999999,1.360682714285714,203187.53669,35,20818.40989,60,Greed,60.0,Greed,1.360682714285714,0.00023438393799054226,1,0.0
2024-02-05,-33.45419400000003,-0.4646415833333337,770198.24871,72,3.637978807091713e-12,60,Greed,60.0,Greed,-0.4646415833333337,-4.343582195367523e-05,1,0.0
2024-02-06,-215.615907,-0.1981763851102941,8047153.469136,1088,5619943.000360005,64,Greed,60.0,Greed,-0.19817638511029412,-2.679405926915298e-05,1,4.0
2024-02-07,241.24212,16.082808,6758.70464,15,11788.5,62,Greed,64.0,Greed,16.082808,0.03569354378533695,1,-2.0
2024-02-08,770.756024,77.07560240000001,26051.1241,10,-5608949.699999999,66,Greed,62.0,Greed,77.07560240000001,0.0295862866048072,1,4.0
2024-02-11,983.443176,28.924799294117648,212311.821349,34,25512.813449999994,71,Greed,66.0,Greed,28.924799294117648,0.00463206980068909,1,5.0
2024-02-12,913.8817869999998,57.11761168749999,227247.68179,16,-37.81380999999999,70,Greed,71.0,Greed,57.11761168749999,0.00402152303513714,1,-1.0
2024-02-13,559.44389,39.960277857142856,1999.9932,14,-33158.0,79,Extreme Greed,70.0,Greed,39.960277857142856,0.2797228960578466,1,9.0
2024-02-14,3830.599833,34.509908405405405,320839.927319,111,-46060.92809,74,Greed,79.0,Extreme Greed,34.509908405405405,0.011939286562645826,1,-5.0
2024-02-15,1840.797677,29.219010746031746,185188.107677,63,-22644.57191,72,Greed,74.0,Greed,29.219010746031746,0.009940150585752885,1,-2.0
2024-02-16,5491.768834,30.174554032967038,564896.535928,182,17258.022450000048,72,Greed,72.0,Greed,30.174554032967034,0.009721725103125725,1,0.0
2024-02-17,1929.6418,20.52810425531915,406118.06327,94,18772.57755,76,Extreme Greed,72.0,Greed,20.52810425531915,0.004751430617153106,1,4.0
2024-02-18,477.6248299999999,4.923967319587628,157048.21183,97,0.0,72,Greed,76.0,Extreme Greed,4.923967319587628,0.0030412624533223886,1,-4.0
2024-02-19,4317.768563,42.750183792079206,286377.1492,101,2.9103830456733704e-11,75,Extreme Greed,72.0,Greed,42.750183792079206,0.015077210507408737,1,3.0
2024-02-20,3263.628824,83.68279035897436,119419.723704,39,-35646.0,72,Greed,75.0,Extreme Greed,83.68279035897436,0.027329060248786053,1,-3.0
2024-02-21,1858.79857,84.49084409090909,108047.53806,22,9999.600000000006,78,Extreme Greed,72.0,Greed,84.49084409090909,0.017203525442363973,1,6.0
2024-02-22,3894.10507,44.25119397727272,373033.916586,88,5421.400000000009,74,Greed,78.0,Extreme Greed,44.25119397727273,0.010439010762449652,1,-4.0
2024-02-23,1418.55293,9.91995055944056,111106.02653,143,3.637978807091713e-12,76,Extreme Greed,74.0,Greed,9.91995055944056,0.012767560629278496,1,2.0
2024-02-25,-30.7705,-6.1541,4480.1295,5,0.0,74,Greed,76.0,Extreme Greed,-6.1541,-0.0068682166441840576,1,-2.0
2024-02-26,4416.8473,113.25249487179488,192187.18293,39,-7418.0,72,Greed,74.0,Greed,113.25249487179488,0.022982007606660953,1,-2.0
2024-02-27,888.511733,14.103360841269842,209362.29179,63,-34708.19999999999,79,Extreme Greed,72.0,Greed,14.103360841269842,0.004243895714951469,1,7.0
2024-02-28,2503.747235,55.63882744444444,171107.101114,45,0.0,82,Extreme Greed,79.0,Extreme Greed,55.63882744444444,0.01463263195214721,1,3.0
2024-02-29,9813.996992,84.60342234482759,395666.685727,116,-2740609.0,80,Extreme Greed,82.0,Extreme Greed,84.60342234482759,0.024803698026705765,1,-2.0
2024-03-01,8244.241409,60.17694459124088,472974.663145,137,0.0,80,Extreme Greed,80.0,Extreme Greed,60.176944591240876,0.017430619547737933,1,0.0
2024-03-02,230.90060000000005,7.448406451612905,63197.542455,31,20751.0,80,Extreme Greed,80.0,Extreme Greed,7.448406451612905,0.003653632578583471,1,0.0
2024-03-03,8361.086245,105.83653474683544,390745.677042,79,0.0,83,Extreme Greed,80.0,Extreme Greed,105.83653474683545,0.021397770304957958,1,3.0
2024-03-04,27799.775742,92.66591914,1577996.746285,300,186833.3999999985,82,Extreme Greed,83.0,Extreme Greed,92.66591914,0.017617131218709826,1,-1.0
2024-03-05,19791.026041,109.95014467222222,841810.2949559999,180,-205063.0,90,Extreme Greed,82.0,Extreme Greed,109.95014467222222,0.023510078410284168,1,8.0
2024-03-06,6814.825139,83.10762364634145,327217.990646,82,0.0,75,Extreme Greed,90.0,Extreme Greed,83.10762364634145,0.02082656007252548,1,-15.0
2024-03-08,4271.886236,63.7594960597015,183583.229574,67,201.00000000023283,81,Extreme Greed,75.0,Extreme Greed,63.7594960597015,0.023269479711805912,1,6.0
2024-03-09,9949.501624,85.03847541880343,658178.765539,117,0.0,84,Extreme Greed,81.0,Extreme Greed,85.03847541880343,0.015116716225039697,1,3.0
2024-03-10,2482.9272,59.117314285714286,219973.8624,42,0.0,79,Extreme Greed,84.0,Extreme Greed,59.117314285714286,0.011287373749364142,1,-5.0
2024-03-11,3588.179495,85.43284511904761,176519.42601,42,-1.4551915228366852e-11,82,Extreme Greed,79.0,Extreme Greed,85.43284511904761,0.020327391585766463,1,3.0
2024-03-12,3039.166,379.89575,103040.842,8,0.0,81,Extreme Greed,82.0,Extreme Greed,379.89575,0.02949477062697139,1,-1.0
2024-03-13,0.0,0.0,6000.80226,7,1.5126,81,Extreme Greed,81.0,Extreme Greed,0.0,0.0,1,0.0
2024-03-14,3465.865832,192.5481017777778,205933.17923,18,-1.5126000000163913,88,Extreme Greed,81.0,Extreme Greed,192.5481017777778,0.01683005062593186,1,7.0
2024-03-15,6236.513651,100.58892985483872,351894.414518,62,-1126427.346500001,83,Extreme Greed,88.0,Extreme Greed,100.58892985483871,0.017722684401064833,1,-5.0
2024-03-16,228.57984,28.57248,37223.66167,8,-1112342.8828,81,Extreme Greed,83.0,Extreme Greed,28.57248,0.00614071345335221,1,-2.0
2024-03-17,503.293955,21.882345869565217,99506.94409,23,422.0293,79,Extreme Greed,81.0,Extreme Greed,21.882345869565217,0.0050578777149943525,1,-2.0
2024-03-18,1456.9577,76.68198421052631,90458.06317,19,-357.07670000000144,77,Extreme Greed,79.0,Extreme Greed,76.68198421052631,0.016106443681663897,1,-2.0
2024-03-19,668.797973,27.86658220833333,219884.87557,24,984.0849000000162,79,Extreme Greed,77.0,Extreme Greed,27.86658220833333,0.0030415824247406647,1,2.0
2024-03-20,6423.134599,93.08890723188406,215705.92522,69,-1042.5,74,Greed,79.0,Extreme Greed,93.08890723188406,0.02977727474314393,1,-5.0
2024-03-21,2335.508075,83.41100267857142,117895.56306,28,2.818599999998696,78,Extreme Greed,74.0,Greed,83.41100267857144,0.01980997430591516,1,4.0
2024-03-24,1297.018477,68.26413036842105,92592.22297,19,9.094947017729282e-13,74,Greed,78.0,Extreme Greed,68.26413036842105,0.014007855469894439,1,-4.0
2024-03-25,1302.916428,186.13091828571427,57116.32732,7,-15.9576,75,Extreme Greed,74.0,Greed,186.13091828571427,0.02281162828800737,1,1.0
2024-03-26,3215.906593,27.253445703389836,198565.2084,118,5.0134000000034575,81,Extreme Greed,75.0,Extreme Greed,27.253445703389833,0.016195720382805995,1,6.0
2024-03-27,150.41114,3.9581878947368416,99864.78379,38,4.311599999999999,83,Extreme Greed,81.0,Extreme Greed,3.9581878947368416,0.0015061479561833434,1,2.0
2024-03-28,227.851008,17.527000615384615,35323.735136,13,5.744600000005448,80,Extreme Greed,83.0,Extreme Greed,17.527000615384615,0.006450365657050429,1,-3.0
2024-03-29,883.097404,58.873160266666666,86914.38673,15,-5.7173,79,Extreme Greed,80.0,Extreme Greed,58.873160266666666,0.010160543463803602,1,-1.0
2024-03-30,1100.57514,24.45722533333333,101103.90474,45,0.0,75,Extreme Greed,79.0,Extreme Greed,24.45722533333333,0.010885584912177745,1,-4.0
2024-03-31,912.786145,70.21431884615384,39912.93963000001,13,-11.0024,75,Extreme Greed,75.0,Extreme Greed,70.21431884615384,0.0228694291490852,1,0.0
2024-04-01,2507.963406,32.57095332467532,339470.500845,77,33.435799999162555,79,Extreme Greed,75.0,Extreme Greed,32.57095332467532,0.007387868459136364,1,4.0
2024-04-02,883.760812,21.55514175609756,239664.47561,41,5842.5627,79,Extreme Greed,79.0,Extreme Greed,21.555141756097562,0.00368749189779015,1,0.0
2024-04-03,126.7884,31.6971,16887.5616,4,834.0,71,Greed,79.0,Extreme Greed,31.6971,0.007507797928624579,1,-8.0
2024-04-04,0.0,0.0,95987.71009,32,-28.2843,70,Greed,71.0,Greed,0.0,0.0,1,-1.0
2024-04-05,10706.484306,107.06484306,503791.831726,100,-6673.762700000007,79,Extreme Greed,70.0,Greed,107.06484306,0.021251802097146732,1,9.0
2024-04-06,236.335134,14.770945875,68223.66744,16,-20.4808,75,Extreme Greed,79.0,Extreme Greed,14.770945875,0.0034641223913658313,1,-4.0
2024-04-07,0.0,0.0,49988.1611,23,-14.7128,78,Extreme Greed,75.0,Extreme Greed,0.0,0.0,1,3.0
2024-04-08,1218.4267,40.614223333333335,211940.64508,30,-46.04899999999998,76,Extreme Greed,78.0,Extreme Greed,40.614223333333335,0.005748905310447119,1,-2.0
2024-04-09,0.0,0.0,57063.83727,3,-16.2979,80,Extreme Greed,76.0,Extreme Greed,0.0,0.0,1,4.0
2024-04-10,5207.443414,127.01081497560976,351735.94638,41,95.4881,78,Extreme Greed,80.0,Extreme Greed,127.01081497560976,0.014804979324956762,1,-2.0
2024-04-11,389.743164,24.35894775,76400.96631999999,16,7.896900000000004,76,Extreme Greed,78.0,Extreme Greed,24.35894775,0.00510128579221876,1,-2.0
2024-04-12,-592.6458390000001,-4.594153790697676,442088.595023,129,4845360.4583,79,Extreme Greed,76.0,Extreme Greed,-4.594153790697676,-0.0013405589867550582,1,3.0
2024-04-13,6621.451755,74.3983343258427,486411.283626,89,48.20100000035018,72,Greed,79.0,Extreme Greed,74.3983343258427,0.01361286626749229,1,-7.0
2024-04-14,-36104.01252,-337.4206777570094,659162.167688,107,-27.60980000001291,72,Greed,72.0,Greed,-337.4206777570093,-0.054772579935274804,1,0.0
2024-04-15,3774.08872,92.05094439024391,291111.17707,41,15.909799999993991,74,Greed,72.0,Greed,92.05094439024391,0.012964423963331683,1,2.0
2024-04-16,2467.702221,52.504302574468085,181907.20026,47,-24009.0,65,Greed,74.0,Greed,52.504302574468085,0.013565720419383689,1,-9.0
2024-04-17,2441.4684,174.39059999999998,97562.9796,14,0.0,67,Greed,65.0,Greed,174.3906,0.025024537073486428,1,2.0
2024-04-19,1946.445462,55.61272748571429,337257.91968,35,-98.0637,66,Greed,67.0,Greed,55.61272748571428,0.0057713854839846115,1,-1.0
2024-04-20,0.0,0.0,60733.23488,22,363817.1721,66,Greed,66.0,Greed,0.0,0.0,1,0.0
2024-04-22,0.0,0.0,47993.62418,9,-14.9861,73,Greed,66.0,Greed,0.0,0.0,1,7.0
2024-04-23,1119.536196,16.962669636363636,233054.85759,66,30.175300000002608,71,Greed,73.0,Greed,16.962669636363636,0.0048037453824263795,1,-2.0
2024-04-24,279.185907,13.95929535,141275.21555,20,14.1253,72,Greed,71.0,Greed,13.95929535,0.00197618461180964,1,1.0
2024-04-25,0.0,0.0,120240.99586,74,388643.183,72,Greed,72.0,Greed,0.0,0.0,1,0.0
2024-04-26,0.0,0.0,4988.28521,3,-41052.0,70,Greed,72.0,Greed,0.0,0.0,1,-2.0
2024-04-27,4281.488139,158.57363477777778,154264.46749,27,-47.3826,67,Greed,70.0,Greed,158.57363477777778,0.0277542081379015,1,-3.0
2024-04-28,0.0,0.0,43985.63142,58,-137073.191,65,Greed,67.0,Greed,0.0,0.0,1,-2.0
2024-04-29,526.9338359999999,11.7096408,108699.00198,45,-32579.8001,67,Greed,65.0,Greed,11.709640799999999,0.0048476418955249725,1,2.0
2024-04-30,0.0,0.0,125018.74591,24,41.3869,67,Greed,67.0,Greed,0.0,0.0,1,0.0
2024-05-01,0.0,0.0,87025.4638,14,29.825,54,Neutral,67.0,Greed,0.0,0.0,1,-13.0
2024-05-03,5306.017045,147.3893623611111,282682.63886,36,-42289.4724,48,Neutral,54.0,Neutral,147.3893623611111,0.018770226096650494,0,-6.0
2024-05-04,0.0,0.0,58998.751001,9,-579928.2829,67,Greed,48.0,Neutral,0.0,0.0,1,19.0
2024-05-05,0.916,0.1526666666666666,24068.34454,6,-7.6288,69,Greed,67.0,Greed,0.15266666666666667,3.805828849082946e-05,1,2.0
2024-05-06,968.59038,107.62115333333333,206016.42648,9,49.2126,71,Greed,69.0,Greed,107.62115333333333,0.0047015201484141384,1,2.0
2024-05-07,883.537693,49.08542738888889,108717.587358,18,539978.3600000001,68,Greed,71.0,Greed,49.08542738888889,0.008126906735803172,1,-3.0
2024-05-08,1.56576,0.1204430769230769,65973.57249,13,27.8835,64,Greed,68.0,Greed,0.12044307692307693,2.373313951184516e-05,1,-4.0
2024-05-09,1147.595856,40.985566285714285,221966.12849,28,-34635.7596,55,Greed,64.0,Greed,40.985566285714285,0.005170139533481575,1,-9.0
2024-05-10,2101.741695,95.53371340909092,156881.99536,22,31.610900000000004,66,Greed,55.0,Greed,95.53371340909092,0.013396959225162167,1,11.0
2024-05-11,251.604742,27.956082444444444,63248.93678,9,-21.6418,53,Neutral,66.0,Greed,27.956082444444444,0.0039780074544993795,1,-13.0
2024-05-12,0.0,0.0,55179.539282,23,-33253.5794,56,Greed,53.0,Neutral,0.0,0.0,1,3.0
2024-05-13,2136.853859,76.31620925,193118.89159,28,-31363.593500000003,57,Greed,56.0,Greed,76.31620925,0.011064965428326067,1,1.0
2024-05-14,1150.5233050000002,50.02275239130436,145853.40901,23,50.105100000000014,66,Greed,57.0,Greed,50.02275239130436,0.007888216756874828,1,9.0
2024-05-15,948.970582,26.360293944444447,234922.58374,36,-38.9884,64,Greed,66.0,Greed,26.360293944444447,0.004039503426585291,1,-2.0
2024-05-16,214.5898,7.94777037037037,162620.95312999998,27,-26409.6747,70,Greed,64.0,Greed,7.94777037037037,0.0013195704235508684,1,6.0
2024-05-18,3522.3946610000003,140.89578644000002,126303.14745,25,-21.2391,73,Greed,70.0,Greed,140.89578644000002,0.02788841554716141,1,3.0
2024-05-19,0.0,0.0,29998.0843,8,9.7416,72,Greed,73.0,Greed,0.0,0.0,1,-1.0
2024-05-20,-74.818442,-7.4818442,38124.759653,10,-619.2982999999999,70,Greed,72.0,Greed,-7.4818442,-0.001962463309433942,1,-2.0
2024-05-21,7289.397571999999,58.31518057599999,1100948.58418,125,-16967.582899999998,76,Extreme Greed,70.0,Greed,58.31518057599999,0.006621015437727486,1,6.0
2024-05-22,0.0,0.0,44995.28661,6,-12.0525,76,Extreme Greed,76.0,Extreme Greed,0.0,0.0,1,0.0
2024-05-23,413.347329,1.2718379353846154,401850.593567,325,355520.28579999995,76,Extreme Greed,76.0,Extreme Greed,1.2718379353846154,0.0010286094772959024,1,0.0
