date,total_closed_pnl,avg_closed_pnl,total_trade_volume,trade_count,net_trade_size,index_value,classification,lag_index_value,lag_classification,pnl_per_trade,pnl_per_volume,is_greed,sentiment_change
2025-03-20,10246.859436,13.29034946303502,1652257.889713,771,-159997.18563999998,49,Neutral,32.0,Fear,13.290349463035021,0.006201731279237467,0,17.0
2025-03-21,6951.270374,9.958840077363895,2543903.513556,698,-15857.534249999791,31,Fear,49.0,Neutral,9.958840077363897,0.0027325212363432582,0,-18.0
2025-03-22,12498.535254,23.36174813831776,971809.293555,535,11624.151930000053,32,Fear,31.0,Fear,23.361748138317758,0.012861098712360318,0,1.0
2025-03-23,14047.421585,31.425999071588368,2593519.577109,447,-54303.97000000003,30,Fear,32.0,Fear,31.425999071588368,0.005416354558872727,0,-2.0
2025-03-24,107878.961301,105.04280555111976,3017587.067773,1027,-550846.5334000001,45,Neutral,30.0,Fear,105.04280555111977,0.03575007410825611,0,15.0
2025-03-25,32030.90678,40.49419314791403,5372519.7425110005,791,233946.84883000003,46,Neutral,45.0,Neutral,40.49419314791403,0.005961989590573276,0,1.0
2025-03-26,15802.167427,5.094186791424887,7597754.276205,3102,-410374.5176499998,47,Neutral,46.0,Neutral,5.094186791424887,0.0020798471301565996,0,1.0
2025-03-27,58825.359221,74.9367633388535,3240279.56362,785,30688.29650999996,40,Fear,47.0,Neutral,74.9367633388535,0.018154408613829925,0,-7.0
2025-03-28,21337.179335,29.30931227335165,1483092.730849,728,981137.5802299996,44,Fear,40.0,Fear,29.30931227335165,0.014386948901560243,0,4.0
2025-03-29,12098.872931,6.38800049155227,3668151.720227,1894,56226.228720000014,26,Fear,44.0,Fear,6.38800049155227,0.003298356734887529,0,-18.0
2025-03-30,15795.11514,27.8083013028169,2850874.991526816,568,613469.3224030602,32,Fear,26.0,Fear,27.8083013028169,0.005540444665916677,0,6.0
2025-03-31,6978.184557,14.09734253939394,2164772.575714,495,1032996.7225599996,34,Fear,32.0,Fear,14.097342539393939,0.003223518551226291,0,2.0
2025-04-01,-2202.6622420000003,-11.472199177083334,704445.12239,192,-456204.31278,34,Fear,34.0,Fear,-11.472199177083334,-0.0031268045898691687,0,0.0
2025-04-02,202212.740938,187.930056633829,3867930.737374,1076,-499941.0071799997,44,Fear,34.0,Fear,187.930056633829,0.052279307637055954,0,10.0
2025-04-03,-2365.961276,-1.353524757437071,8670233.201231001,1748,542141.39659,25,Fear,44.0,Fear,-1.353524757437071,-0.0002728832340592731,0,-19.0
2025-04-04,-25515.67895,-20.05949602987421,3835545.73728,1272,-413431.73229,28,Fear,25.0,Fear,-20.059496029874214,-0.006652424634647844,0,3.0
2025-04-05,35907.33771,99.74260475,1267564.24297765,360,-987484.15645985,30,Fear,28.0,Fear,99.74260475,0.02832782473072107,0,2.0
2025-04-06,47053.449272,44.89832945801527,3551252.0569633464,1048,166615.16070677998,34,Fear,30.0,Fear,44.89832945801527,0.01324981964592936,0,4.0
2025-04-07,34527.370305,12.269854408315563,14460253.178459,2814,-775556.5792400001,23,Extreme Fear,34.0,Fear,12.269854408315563,0.0023877431383037173,0,-11.0
2025-04-08,34899.394798,37.00890222481442,8869391.44792445,943,781359.72074735,24,Extreme Fear,23.0,Extreme Fear,37.00890222481442,0.0039348127775064995,0,1.0
2025-04-09,43120.444797,10.86978694151752,28556805.94634,3967,431333.3246800001,18,Extreme Fear,24.0,Extreme Fear,10.86978694151752,0.0015099883676776029,0,-6.0
2025-04-10,158261.822261,74.40612236060178,28741953.615789197,2127,-251461.84620768367,39,Fear,18.0,Extreme Fear,74.40612236060178,0.005506300106686552,0,21.0
2025-04-11,126406.479081,115.33437872354014,11319327.182071,1096,-381133.01696,25,Fear,39.0,Fear,115.33437872354014,0.0111673138383365,0,-14.0
2025-04-12,410419.694533,194.603932922238,55914617.530629,2109,-129857.41472999996,43,Fear,25.0,Fear,194.60393292223802,0.007340114493462817,0,18.0
2025-04-13,48696.021521,36.86299888039364,14171154.5799719,1321,-12072.767508100253,45,Neutral,43.0,Fear,36.86299888039364,0.0034362776332862895,0,2.0
2025-04-14,45680.443063,51.32634052022472,13079972.788512,890,-1207.3930900000123,31,Fear,45.0,Neutral,51.32634052022472,0.0034923958789211426,0,-14.0
2025-04-15,72357.706282,63.976751796640144,20752167.96382805,1131,26719.248743500008,38,Fear,31.0,Fear,63.976751796640144,0.0034867540783267894,0,7.0
2025-04-16,58631.730257,36.46251881654229,36502715.738832,1608,-305109.4134,29,Fear,38.0,Fear,36.46251881654229,0.0016062292645976177,0,-9.0
2025-04-17,5427.919886,5.264713759456837,2604551.508962,1031,-575096.8253899999,30,Fear,29.0,Fear,5.264713759456837,0.0020840132619082685,0,1.0
2025-04-18,4880.404744,2.576771248152059,24610650.418877,1894,-224362.09577,33,Fear,30.0,Fear,2.5767712481520593,0.00019830458199741866,0,3.0
2025-04-19,71950.577495,25.82576363783202,32706462.99787461,2786,-284502.6466423904,32,Fear,33.0,Fear,25.82576363783202,0.002199888673369408,0,-1.0
2025-04-20,25060.341936,12.643966668012109,12126094.1101076,1982,738748.4946405,37,Fear,32.0,Fear,12.643966668012109,0.0020666458390019562,0,5.0
2025-04-21,34369.267906999994,20.005394590803256,42104054.80522701,1718,293416.8434000005,39,Fear,37.0,Fear,20.005394590803256,0.0008162935390900456,0,2.0
2025-04-22,58652.763578,19.563963835223483,33753625.25389654,2998,-16097042.9985747,47,Neutral,39.0,Fear,19.563963835223483,0.0017376730095452215,0,8.0
2025-04-23,-419020.225731,-68.03380836678032,30682443.718835,6159,16200408.056800004,72,Greed,47.0,Neutral,-68.03380836678032,-0.013656677074706945,1,25.0
2025-04-24,50704.395965,22.71702328181004,35088918.521418,2232,2324658.9896100005,63,Greed,72.0,Greed,22.717023281810036,0.0014450258971090955,1,-9.0
2025-04-25,20218.859206,12.231614764670296,27749456.11413418,1653,-1447710.0426994,60,Greed,63.0,Greed,12.231614764670297,0.0007286218195715025,1,-3.0
2025-04-26,-4125.753942,-3.6478814694960215,11948127.616027,1131,194514.7363200001,65,Greed,60.0,Greed,-3.6478814694960215,-0.00034530548003737336,1,5.0
2025-04-27,2702.067468,8.018004356083086,487537.776236,337,2184646.36392,61,Greed,65.0,Greed,8.018004356083086,0.005542273029304756,1,-4.0
2025-04-28,36906.813759,26.76346175416969,26124921.623683,1379,38764.89518000002,54,Neutral,61.0,Greed,26.763461754169686,0.0014127052433161329,1,-7.0
2025-04-29,125749.613427,56.06313572313866,34089511.400916,2243,-101838.44832999998,60,Greed,54.0,Neutral,56.06313572313866,0.0036888065642272905,1,6.0
2025-04-30,14003.797269,12.582028094339623,12693878.608166,1113,79932.28082999999,56,Greed,60.0,Greed,12.582028094339623,0.0011031929405714758,1,-4.0
2025-05-01,54536.829297,44.338885607317074,10720240.60794,1230,-43783.52591,53,Neutral,56.0,Greed,44.33888560731707,0.005087276609874504,1,-3.0
